Food Category,Meal Type,Protein,Carbs,Fat,Fiber,Sugar,Sodium,Water,Calories,Saturated Fat
Fruits,Breakfast,43.9,17.5,34.0,6.7,19.5,472,484,495,9.38
Meat,Snack,40.7,5.1,32.6,8.8,0.7,879,395,221,12.0
Meat,Lunch,39.9,45.4,31.3,3.1,6.3,34,334,128,8.25
Grains,Dinner,31.9,44.1,22.5,6.7,33.2,957,623,110,5.07
Beverages,Lunch,41.3,10.8,45.7,2.7,8.7,804,295,231,13.85
Snacks,Snack,44.0,62.8,8.8,7.3,47.3,517,462,185,1.94
Grains,Snack,11.3,51.4,28.0,9.9,28.5,509,685,294,5.36
Snacks,Lunch,43.1,85.0,30.7,9.7,28.8,209,385,90,6.6
Beverages,Dinner,33.5,26.0,37.7,8.4,21.1,838,149,397,9.51
Meat,Lunch,5.3,5.6,8.4,0.9,32.0,542,238,386,1.93
Grains,Dinner,32.6,16.0,4.2,1.3,34.4,75,375,309,1.1
Meat,Snack,30.6,78.6,43.3,0.6,43.0,519,588,507,8.75
Grains,Dinner,44.5,41.1,20.3,6.9,33.0,157,180,190,4.88
Dairy,Snack,22.1,47.4,35.6,0.1,5.4,327,760,253,8.73
Fruits,Snack,18.8,73.0,42.5,3.8,1.8,344,540,86,10.79
Snacks,Dinner,24.2,16.7,8.0,6.2,47.8,613,534,380,1.97
Dairy,Lunch,17.8,22.5,2.8,1.4,34.1,572,431,101,0.64
Snacks,Breakfast,47.3,27.3,8.5,3.0,45.9,79,930,583,2.16
Snacks,Lunch,49.9,71.1,5.3,4.3,43.3,517,171,570,1.18
Snacks,Snack,8.7,89.4,46.1,3.1,45.6,542,422,509,7.98
Meat,Lunch,19.6,97.2,39.0,7.8,30.3,347,606,328,7.38
Grains,Snack,34.5,92.9,27.7,10.0,49.2,783,369,72,5.53
Snacks,Snack,1.8,19.8,21.2,9.7,9.1,501,388,374,4.19
Dairy,Dinner,47.8,78.7,12.8,0.5,28.5,636,451,478,2.83
Snacks,Dinner,46.6,32.6,47.6,0.5,22.3,70,328,477,12.16
Meat,Dinner,11.9,59.4,11.9,1.7,39.5,146,435,473,2.21
Fruits,Dinner,30.9,76.4,24.9,5.7,8.6,249,183,497,5.72
Dairy,Dinner,7.0,48.9,28.0,8.6,3.6,818,511,80,6.34
Fruits,Dinner,24.8,30.7,44.1,9.5,12.8,358,580,515,10.76
Snacks,Breakfast,18.0,70.5,36.9,5.6,1.9,158,508,80,9.32
Vegetables,Lunch,25.0,84.2,42.2,2.7,42.6,145,179,55,8.21
Fruits,Snack,4.2,26.8,49.2,0.2,25.9,687,812,383,9.14
Beverages,Dinner,22.1,42.3,3.8,3.9,5.5,49,365,184,0.94
Meat,Breakfast,22.7,63.5,23.7,6.2,37.3,327,329,464,4.76
Dairy,Breakfast,30.0,84.7,25.3,4.6,49.7,905,265,306,5.01
Vegetables,Dinner,43.6,66.3,4.9,3.9,1.7,487,243,481,1.39
Fruits,Dinner,46.7,95.1,14.0,10.0,39.9,426,731,436,2.94
Vegetables,Dinner,17.2,84.9,22.0,8.5,5.0,490,323,194,4.95
Dairy,Lunch,4.2,38.7,20.0,7.5,6.9,743,659,111,4.13
Grains,Breakfast,29.9,33.2,16.1,0.7,33.6,603,851,252,3.75
Meat,Dinner,5.8,60.7,32.2,2.9,1.9,924,677,285,7.58
Grains,Lunch,46.7,54.6,44.2,7.6,45.0,609,757,520,10.1
Fruits,Breakfast,29.4,13.6,9.3,6.4,4.4,408,309,456,2.82
Beverages,Breakfast,38.3,78.7,47.4,7.5,39.3,315,766,107,9.95
Grains,Dinner,31.8,21.0,34.6,1.3,0.0,911,886,584,11.72
Beverages,Dinner,7.9,62.0,22.9,4.9,30.2,63,519,118,4.14
Meat,Lunch,20.3,19.3,42.6,2.9,18.8,303,812,520,10.48
Vegetables,Lunch,44.9,98.5,4.2,1.9,23.5,38,758,564,0.9
Snacks,Breakfast,8.1,61.7,34.2,3.1,11.8,815,883,106,6.73
Meat,Snack,5.7,54.7,15.3,0.1,38.3,548,500,95,2.68
Vegetables,Snack,14.5,28.7,34.0,2.8,43.8,44,716,410,7.12
Beverages,Lunch,11.6,18.4,28.0,4.7,16.3,974,307,93,6.43
Fruits,Snack,17.0,89.5,23.8,9.4,15.2,628,686,534,4.72
Vegetables,Snack,27.0,19.1,14.6,1.8,12.6,72,550,569,3.86
Meat,Snack,14.2,46.8,29.0,6.6,9.2,284,316,338,6.37
Beverages,Dinner,38.0,25.8,6.9,0.5,45.2,555,372,285,1.71
Beverages,Lunch,3.4,75.9,26.7,5.0,31.1,414,397,64,4.54
Dairy,Snack,11.8,10.4,7.8,6.4,29.0,4,771,363,1.88
Beverages,Lunch,24.0,82.0,6.6,2.7,43.7,934,232,227,1.28
Grains,Lunch,17.0,26.4,14.3,5.1,19.6,908,905,236,3.26
Dairy,Snack,45.8,33.5,8.8,9.7,44.4,959,781,169,2.16
Snacks,Snack,12.7,58.5,35.7,6.4,19.5,404,686,214,7.03
Beverages,Lunch,9.2,90.4,11.8,2.7,40.9,596,587,518,2.06
Grains,Snack,49.1,56.4,45.3,3.4,43.9,326,585,353,10.39
Dairy,Breakfast,1.6,17.2,12.6,2.6,13.5,100,640,134,2.38
Grains,Breakfast,12.4,85.9,21.2,4.8,3.4,498,744,151,4.84
Beverages,Breakfast,44.6,31.1,26.4,4.1,12.9,290,900,521,7.0
Dairy,Snack,16.8,64.3,34.3,0.7,21.4,619,663,270,6.85
Beverages,Dinner,17.0,76.3,30.6,4.1,42.8,564,866,125,5.74
Dairy,Dinner,49.1,27.3,42.7,8.2,24.2,356,106,279,11.2
Grains,Dinner,22.0,41.6,24.5,9.5,40.3,251,487,128,5.2
Meat,Lunch,15.8,26.3,16.1,5.8,15.4,183,604,311,3.69
Grains,Dinner,35.6,92.1,16.4,3.5,32.9,552,120,156,3.36
Grains,Snack,39.7,12.5,20.2,4.5,19.5,104,502,315,5.7
Dairy,Breakfast,38.6,30.7,7.9,9.3,30.5,186,194,257,1.95
Beverages,Breakfast,5.2,76.2,40.2,3.5,32.8,499,649,297,6.94
Dairy,Breakfast,16.4,8.4,20.0,2.7,18.2,519,545,442,5.34
Beverages,Breakfast,20.2,91.5,19.3,4.5,24.2,162,356,476,3.74
Fruits,Snack,18.4,75.7,4.5,8.5,47.3,702,916,560,0.85
Beverages,Dinner,13.7,97.5,23.9,3.7,32.7,677,867,399,4.34
Vegetables,Lunch,29.5,97.4,48.0,5.0,24.8,909,741,392,9.67
Vegetables,Snack,33.3,42.1,32.4,1.4,13.1,971,385,76,7.87
Dairy,Snack,14.0,79.3,34.8,3.0,43.6,614,140,461,6.35
Fruits,Dinner,34.1,19.6,24.7,2.4,16.1,19,699,297,6.6
Meat,Dinner,2.7,28.8,8.2,6.4,7.2,24,613,195,1.67
Vegetables,Snack,32.7,99.4,9.3,9.4,18.7,409,304,292,1.93
Beverages,Snack,7.0,44.8,23.6,9.7,49.0,80,972,344,4.23
Meat,Breakfast,41.9,35.1,15.0,7.7,25.5,788,133,417,3.7
Beverages,Lunch,2.2,29.2,7.2,8.4,19.1,452,221,158,1.3
Fruits,Lunch,46.1,21.9,14.9,5.2,15.2,398,364,170,4.1
Meat,Snack,16.1,62.7,4.8,2.4,20.0,499,781,62,0.96
Meat,Snack,9.5,61.3,4.6,8.5,14.1,34,338,445,0.9
Vegetables,Dinner,35.2,55.9,44.4,2.1,40.1,14,333,186,9.7
Meat,Dinner,43.1,9.6,26.1,4.1,24.5,145,154,279,7.5
Snacks,Snack,41.4,96.1,40.5,9.1,10.0,190,105,295,9.24
Fruits,Lunch,2.2,58.1,37.4,7.9,17.7,473,314,454,6.64
Meat,Snack,24.6,23.8,42.6,8.9,32.4,634,871,57,10.14
Dairy,Breakfast,46.9,78.5,27.7,2.4,5.3,699,261,269,7.04
Beverages,Breakfast,11.1,56.9,24.7,5.3,32.7,199,644,583,4.63
Meat,Snack,45.8,81.1,1.4,7.3,6.5,116,564,54,0.35
Vegetables,Snack,49.4,63.0,6.9,5.6,30.4,119,811,274,1.58
Meat,Breakfast,21.2,21.4,34.3,10.0,6.6,622,232,577,9.13
Beverages,Snack,36.6,10.4,1.7,2.0,14.0,582,609,423,0.49
Snacks,Breakfast,21.4,95.9,6.7,5.3,10.3,523,182,80,1.41
Meat,Lunch,8.0,86.9,25.0,5.3,20.1,792,283,79,4.56
Dairy,Lunch,13.2,30.5,48.0,7.5,46.6,845,952,70,9.79
Fruits,Breakfast,5.2,95.7,11.8,2.4,16.7,159,303,197,2.13
Meat,Breakfast,29.7,45.8,34.2,5.0,27.4,482,885,247,7.65
Fruits,Lunch,22.5,57.6,46.7,0.7,13.3,152,953,163,10.22
Vegetables,Lunch,28.7,37.9,20.6,3.3,32.3,471,537,525,4.68
Fruits,Breakfast,41.3,61.6,34.2,2.9,1.1,974,802,367,9.97
Beverages,Dinner,46.5,84.5,23.6,4.4,47.1,435,765,589,5.01
Dairy,Breakfast,18.8,42.0,11.3,1.8,17.4,194,563,446,2.46
Beverages,Breakfast,14.4,49.1,18.0,3.6,37.0,620,844,433,3.52
Meat,Snack,36.7,28.8,4.4,6.7,7.4,892,901,377,1.2
Beverages,Dinner,33.9,34.5,13.5,1.0,40.4,648,853,109,3.16
Meat,Dinner,46.8,69.3,18.8,5.0,36.5,287,999,565,4.17
Grains,Snack,18.0,92.2,1.6,1.7,8.4,82,328,94,0.34
Dairy,Breakfast,7.2,59.8,41.9,2.2,38.6,207,152,510,7.43
Vegetables,Breakfast,28.0,97.5,9.0,2.2,30.0,379,771,363,1.78
Grains,Snack,20.2,84.7,24.7,9.6,35.2,876,221,174,4.72
Meat,Dinner,23.2,49.5,37.3,8.3,13.4,379,373,425,8.37
Beverages,Snack,20.1,25.8,30.7,3.9,40.9,334,998,251,6.91
Dairy,Lunch,37.2,48.0,49.0,4.7,19.5,13,781,279,11.52
Meat,Breakfast,11.7,9.4,13.5,2.7,45.4,763,816,488,3.23
Vegetables,Dinner,36.7,88.0,38.9,0.6,41.8,752,186,138,7.95
Dairy,Breakfast,41.0,27.7,16.0,2.2,28.0,689,594,315,4.05
Beverages,Lunch,25.5,10.2,6.8,7.6,39.2,451,993,115,1.81
Snacks,Dinner,42.0,56.1,42.8,7.3,37.3,250,646,342,9.65
Beverages,Breakfast,19.3,41.1,4.2,0.5,28.0,861,897,373,0.89
Beverages,Dinner,10.4,20.0,25.0,5.8,23.4,668,669,322,5.43
Beverages,Breakfast,5.1,92.7,43.0,2.2,17.1,641,314,357,7.76
Snacks,Breakfast,1.4,10.6,25.4,3.8,16.2,944,798,389,4.82
Beverages,Lunch,28.0,65.3,13.6,9.1,31.1,373,824,488,2.83
Fruits,Dinner,16.7,79.1,29.5,4.5,17.1,964,943,124,5.86
Fruits,Lunch,48.0,57.2,7.5,1.9,2.9,646,314,531,2.11
Grains,Snack,7.2,77.6,46.6,2.8,10.9,809,995,93,9.04
Dairy,Breakfast,32.0,97.4,4.7,5.9,26.5,634,657,597,0.95
Grains,Breakfast,32.3,7.1,29.2,7.5,30.2,957,814,363,8.3
Meat,Snack,43.3,24.1,9.3,4.1,13.4,64,971,64,2.53
Snacks,Breakfast,36.6,27.5,25.0,4.5,32.1,106,873,593,6.2
Meat,Snack,22.7,12.3,28.8,5.3,30.8,691,897,528,7.45
Beverages,Breakfast,37.1,36.4,8.2,5.3,47.8,982,160,208,1.92
Grains,Lunch,29.5,43.1,22.1,7.9,45.4,213,287,474,4.86
Grains,Lunch,29.7,81.5,31.0,1.8,0.5,496,878,531,8.7
Vegetables,Breakfast,41.4,25.8,31.6,6.7,12.7,905,802,449,8.51
Meat,Dinner,24.0,67.5,21.7,9.1,4.1,560,210,106,5.29
Meat,Dinner,4.7,24.9,31.6,7.8,1.4,915,287,406,7.94
Beverages,Snack,40.6,96.6,3.5,1.4,22.4,341,377,375,0.74
Grains,Breakfast,15.5,51.3,12.9,7.1,33.1,862,263,143,2.55
Dairy,Breakfast,14.8,21.0,14.2,4.4,30.2,241,615,134,3.19
Beverages,Lunch,39.2,57.2,8.4,1.5,47.3,776,659,90,1.85
Dairy,Lunch,14.8,98.2,1.1,0.0,27.3,546,513,312,0.2
Vegetables,Lunch,45.9,38.6,37.5,3.2,22.7,337,309,400,9.32
Grains,Lunch,28.5,20.1,4.1,8.8,0.4,155,987,424,1.35
Fruits,Dinner,48.6,45.4,32.9,3.9,19.0,140,849,592,8.15
Fruits,Lunch,29.3,78.7,46.5,5.2,3.6,3,486,363,11.55
Dairy,Lunch,16.3,29.1,21.2,3.7,46.6,49,962,380,4.5
Fruits,Dinner,32.6,60.6,40.7,7.9,4.4,772,837,169,10.38
Grains,Dinner,11.5,31.7,13.5,2.7,19.4,259,983,408,2.83
Snacks,Dinner,29.9,41.8,23.3,3.9,32.2,444,999,243,5.25
Grains,Dinner,7.0,25.4,11.1,8.6,29.8,494,357,237,2.17
Grains,Breakfast,33.9,10.8,26.7,2.7,49.4,742,549,578,7.22
Meat,Lunch,31.4,63.9,38.1,1.0,42.2,185,190,554,7.98
Grains,Breakfast,25.9,83.0,6.1,0.4,36.3,693,901,427,1.2
Grains,Lunch,32.9,93.7,30.9,1.9,0.3,549,880,128,8.75
Meat,Dinner,8.4,8.2,45.9,0.3,4.4,162,340,557,12.61
Vegetables,Snack,35.8,48.3,23.6,4.5,45.7,623,835,368,5.26
Beverages,Lunch,44.7,80.1,11.0,9.5,5.4,640,675,280,2.77
Vegetables,Dinner,38.4,25.4,24.3,5.8,47.8,177,361,473,6.04
Beverages,Lunch,8.5,71.9,21.8,6.8,5.6,756,264,286,4.64
Meat,Lunch,20.9,20.0,45.3,3.9,44.6,365,878,87,10.64
Dairy,Snack,3.1,12.1,49.1,3.7,1.2,557,608,582,12.73
Beverages,Snack,30.7,21.6,37.2,5.6,20.7,423,175,370,9.52
Fruits,Dinner,44.4,67.9,7.6,2.7,5.6,892,113,269,1.95
Grains,Dinner,26.1,75.1,45.5,5.6,1.0,504,980,230,12.36
Fruits,Lunch,34.4,71.9,31.0,2.7,12.0,169,476,226,7.05
Beverages,Breakfast,1.3,32.2,38.4,0.8,14.7,661,951,437,6.95
Snacks,Breakfast,42.7,9.0,31.8,8.4,46.5,803,985,207,8.94
Grains,Snack,18.0,13.2,12.1,7.6,31.9,987,461,380,2.99
Vegetables,Dinner,3.2,60.3,18.4,0.3,21.2,152,787,185,3.25
Vegetables,Breakfast,44.0,93.6,17.9,2.2,45.8,655,723,301,3.71
Vegetables,Breakfast,47.7,8.5,2.9,8.1,5.9,414,353,543,0.93
Vegetables,Breakfast,33.5,81.4,25.1,0.8,22.5,761,959,223,5.31
Grains,Snack,35.0,11.2,26.9,0.1,38.1,593,430,520,7.34
Dairy,Lunch,36.9,79.0,4.3,6.3,37.0,981,123,595,0.9
Grains,Breakfast,46.1,45.2,28.5,9.1,19.1,687,199,508,7.0
Snacks,Snack,5.2,46.5,46.7,6.8,16.2,400,808,594,8.8
Snacks,Breakfast,36.0,50.4,26.3,4.4,34.3,889,735,204,5.9
Snacks,Snack,3.4,72.2,27.2,2.1,12.6,964,438,506,5.03
Snacks,Breakfast,23.1,61.4,2.3,7.1,3.7,941,247,564,0.57
Beverages,Breakfast,18.7,12.5,35.5,4.5,16.5,278,464,501,9.24
Dairy,Dinner,36.7,62.6,33.5,3.8,25.0,273,365,583,7.42
Grains,Lunch,5.0,65.4,48.1,5.9,24.3,885,522,76,8.54
Snacks,Dinner,43.3,7.2,45.5,6.6,29.1,883,594,333,13.23
Vegetables,Snack,41.4,25.3,27.2,7.1,27.1,658,384,114,7.0
Dairy,Dinner,32.9,59.5,15.5,9.3,27.7,853,276,318,3.38
Vegetables,Breakfast,8.1,93.7,41.1,7.6,17.3,270,367,243,7.57
Vegetables,Breakfast,18.2,60.7,33.7,1.1,43.1,439,380,107,6.56
Meat,Snack,45.5,96.8,23.1,5.6,6.7,666,258,212,5.55
Grains,Lunch,9.5,10.7,4.3,6.7,2.0,109,617,114,1.24
Vegetables,Snack,33.6,28.4,18.0,2.2,27.7,790,261,421,4.42
Vegetables,Lunch,33.9,76.4,29.8,0.6,13.0,453,508,217,6.66
Vegetables,Lunch,24.4,93.2,5.2,3.6,19.9,359,133,139,1.04
Dairy,Breakfast,49.4,90.7,38.6,4.7,19.0,829,727,117,8.62
Meat,Dinner,30.9,82.5,17.5,7.1,20.0,845,231,511,3.68
Vegetables,Breakfast,26.4,20.7,2.4,6.6,17.7,103,565,344,0.61
Meat,Dinner,42.9,74.7,25.7,4.5,48.8,722,825,570,5.49
Meat,Lunch,15.8,26.2,48.2,4.0,3.8,732,764,433,12.63
Beverages,Dinner,37.5,42.5,23.8,2.5,2.0,342,211,531,6.92
Grains,Lunch,20.4,23.3,8.6,9.1,5.8,778,520,255,2.28
Beverages,Dinner,1.3,59.3,24.4,5.4,20.2,675,500,522,4.22
Snacks,Breakfast,27.9,50.7,4.0,8.9,23.7,674,365,355,0.88
Beverages,Dinner,38.7,10.3,34.6,9.2,14.5,511,557,399,10.09
Fruits,Dinner,27.2,13.7,31.7,0.7,45.1,197,948,375,8.16
Fruits,Dinner,42.7,82.9,1.4,2.8,2.7,307,442,444,0.37
Grains,Lunch,42.3,7.8,24.9,0.1,41.2,344,882,359,7.1
Vegetables,Snack,36.1,79.6,44.7,5.9,18.5,507,789,120,9.73
Beverages,Lunch,14.3,81.4,11.2,4.9,23.0,359,832,426,2.13
Beverages,Dinner,3.2,54.2,41.5,1.4,36.7,242,309,243,7.06
Dairy,Snack,45.8,62.5,32.4,3.6,41.9,122,233,274,7.24
Fruits,Dinner,38.0,29.3,3.5,5.0,2.6,645,328,551,1.05
Meat,Dinner,16.6,55.6,27.6,6.6,10.7,455,485,277,5.96
Beverages,Breakfast,22.9,70.2,2.1,2.8,14.3,239,427,352,0.45
Grains,Dinner,48.7,30.5,25.1,2.1,6.2,420,406,152,7.17
Snacks,Lunch,46.4,50.3,3.8,4.2,14.9,947,774,600,0.94
Dairy,Snack,29.3,51.3,11.7,4.2,38.5,208,848,175,2.52
Vegetables,Lunch,39.6,8.9,16.9,2.0,24.3,333,200,319,4.85
Beverages,Dinner,15.0,89.8,19.4,4.6,37.5,109,795,249,3.55
Grains,Snack,18.1,36.4,39.4,8.4,8.8,504,699,181,9.26
Dairy,Snack,24.9,72.4,13.4,6.6,26.2,745,189,508,2.73
Meat,Lunch,26.8,26.2,34.9,5.1,20.8,909,842,349,8.51
Meat,Lunch,27.7,41.7,48.8,4.1,37.8,667,656,380,10.77
Fruits,Breakfast,38.4,47.9,14.9,0.4,1.4,490,543,582,4.38
Meat,Breakfast,20.1,52.5,12.7,2.9,5.3,300,857,261,3.04
Meat,Snack,39.5,25.6,47.0,4.9,43.9,896,817,169,11.74
Fruits,Lunch,41.5,24.9,45.3,3.9,7.3,678,616,215,12.82
Fruits,Lunch,16.7,45.4,37.3,2.7,42.4,573,244,585,7.47
Meat,Breakfast,21.6,61.3,3.7,7.7,33.5,867,616,140,0.75
Dairy,Breakfast,26.6,59.3,16.6,1.6,9.0,945,983,182,3.85
Meat,Snack,14.0,8.3,29.1,4.6,29.4,987,664,370,7.41
Dairy,Breakfast,22.5,56.6,27.6,7.3,22.3,673,857,209,5.81
Vegetables,Breakfast,16.6,47.2,39.0,5.1,27.5,415,783,362,7.95
Snacks,Lunch,18.8,30.1,30.9,4.8,21.2,614,649,125,6.97
Meat,Snack,19.9,81.2,9.9,1.1,27.9,934,798,361,1.92
Meat,Snack,6.5,6.6,28.2,9.3,34.6,684,776,350,6.54
Fruits,Lunch,36.4,23.0,46.4,9.9,24.3,704,375,600,11.95
Meat,Snack,21.8,50.3,47.9,1.1,38.8,947,509,163,9.87
Beverages,Dinner,6.7,34.8,5.1,9.2,27.7,550,866,367,0.96
Dairy,Snack,31.9,51.7,15.3,3.3,10.3,425,875,147,3.66
Dairy,Breakfast,49.5,39.5,39.1,2.0,8.7,995,738,330,10.52
Dairy,Dinner,21.6,46.9,30.3,5.2,20.7,612,284,338,6.55
Meat,Snack,40.1,76.1,13.9,2.6,38.9,712,132,440,2.96
Grains,Snack,38.7,28.8,43.5,3.6,17.5,933,960,577,11.18
Snacks,Dinner,30.7,80.6,39.7,6.0,41.3,700,819,121,8.01
Meat,Breakfast,28.4,79.5,49.9,7.0,11.2,821,483,261,10.98
Dairy,Lunch,40.3,81.6,33.3,1.6,42.6,534,744,511,6.98
Vegetables,Breakfast,2.5,59.5,8.6,7.5,27.1,887,422,173,1.48
Fruits,Dinner,1.5,58.8,45.2,9.4,44.3,269,323,226,7.4
Vegetables,Dinner,33.5,90.5,36.1,8.8,43.3,707,195,430,7.24
Snacks,Dinner,30.7,11.9,43.2,2.2,48.4,231,273,156,11.45
Dairy,Lunch,12.2,7.4,20.9,8.2,34.4,269,104,321,5.26
Snacks,Breakfast,33.8,75.7,28.0,0.3,19.0,698,795,398,6.07
Snacks,Dinner,35.8,68.9,6.7,9.8,36.2,826,698,363,1.43
Grains,Snack,45.1,41.0,22.1,4.6,2.1,24,131,299,6.59
Snacks,Dinner,8.3,85.8,28.9,4.4,35.1,32,828,263,5.07
Grains,Breakfast,2.0,77.9,20.6,7.1,33.8,307,671,530,3.43
Meat,Dinner,45.7,98.1,22.5,4.8,40.6,199,547,93,4.69
Snacks,Breakfast,17.2,39.0,13.9,9.7,0.7,363,601,337,3.93
Vegetables,Dinner,18.2,6.2,7.8,7.2,41.7,590,386,148,2.09
Fruits,Dinner,44.2,71.1,36.2,9.9,42.0,792,665,224,7.88
Meat,Breakfast,18.7,58.8,44.1,6.7,13.2,547,722,280,9.4
Fruits,Lunch,32.0,61.8,31.1,8.2,39.9,42,692,303,6.59
Snacks,Lunch,24.0,57.3,15.3,5.9,35.9,848,393,254,3.15
Meat,Dinner,40.2,14.3,29.2,4.7,41.7,359,753,584,7.87
Dairy,Dinner,8.1,11.2,41.1,6.2,36.4,558,258,428,9.12
Beverages,Lunch,40.5,53.3,30.0,3.9,8.9,218,217,368,7.5
Vegetables,Lunch,48.8,75.8,34.0,7.1,1.6,678,954,494,9.66
Grains,Breakfast,36.6,32.4,41.6,5.1,10.4,855,572,565,10.85
Meat,Lunch,21.3,61.9,15.0,8.9,38.0,280,254,443,2.99
Vegetables,Snack,7.1,12.6,24.8,2.5,20.7,355,930,97,5.48
Vegetables,Snack,4.0,35.0,16.4,4.2,16.5,727,820,483,3.09
Vegetables,Lunch,46.5,36.4,22.4,0.5,43.7,812,768,447,5.45
Fruits,Breakfast,4.5,13.3,38.1,0.9,2.6,710,136,253,9.59
Snacks,Snack,14.1,100.0,28.1,4.5,14.9,595,648,270,5.44
Grains,Snack,2.8,91.9,3.4,0.6,3.8,632,504,75,0.72
Vegetables,Breakfast,22.4,92.7,42.8,5.9,4.8,644,687,331,9.84
Dairy,Dinner,23.5,9.7,21.2,4.4,30.0,602,951,73,5.67
Dairy,Lunch,33.0,95.5,15.1,5.1,5.2,709,674,442,3.58
Vegetables,Dinner,33.1,46.6,45.4,3.7,23.4,56,296,174,10.4
Beverages,Dinner,7.1,92.5,32.9,4.0,42.8,350,410,376,5.63
Snacks,Dinner,12.6,82.8,32.8,8.7,33.9,320,740,516,5.98
Fruits,Breakfast,18.0,7.4,26.2,6.3,32.2,842,265,526,6.96
Meat,Dinner,25.5,27.9,18.0,1.0,44.1,591,647,73,4.15
Snacks,Dinner,37.0,17.4,15.5,3.7,43.1,153,480,153,4.04
Meat,Breakfast,35.9,57.3,45.6,2.9,3.1,296,294,77,12.26
Snacks,Dinner,46.0,22.6,47.3,5.5,36.0,655,771,571,12.36
Beverages,Lunch,43.4,99.8,39.0,4.2,28.0,693,156,519,8.2
Snacks,Breakfast,3.8,36.8,47.9,2.8,33.1,217,264,358,8.47
Snacks,Dinner,21.4,21.7,29.6,1.9,18.3,208,990,372,7.23
Beverages,Dinner,5.7,21.7,8.7,8.1,25.5,118,363,517,1.71
Snacks,Breakfast,42.4,92.1,39.3,5.9,24.3,986,172,204,8.41
Snacks,Dinner,20.1,94.2,37.7,3.4,18.7,402,902,378,7.44
Grains,Lunch,25.1,83.1,48.1,8.3,42.5,780,155,428,9.38
Fruits,Dinner,24.1,84.1,41.0,8.4,19.6,52,914,500,8.34
Beverages,Lunch,47.7,77.3,48.5,6.4,19.8,587,502,178,11.01
Vegetables,Dinner,1.3,57.4,49.3,8.7,47.0,885,801,597,8.03
Snacks,Dinner,24.5,89.3,41.9,0.2,43.6,48,501,364,8.06
Dairy,Lunch,28.5,14.2,46.7,9.3,24.4,947,689,311,12.37
Beverages,Snack,14.0,83.6,17.2,4.2,36.4,943,678,509,3.15
Grains,Snack,33.4,71.1,12.1,1.4,23.2,459,870,591,2.6
Fruits,Snack,48.4,25.2,49.3,8.6,4.1,464,433,363,14.9
Grains,Lunch,30.3,70.4,22.4,2.2,47.2,527,647,211,4.58
Meat,Snack,8.7,20.6,44.3,0.2,27.5,561,368,262,9.23
Snacks,Snack,39.0,65.1,23.1,2.5,41.0,293,551,560,5.0
Vegetables,Dinner,30.7,42.6,8.6,2.4,18.5,549,305,366,2.01
Dairy,Snack,46.0,56.4,49.0,2.6,43.3,861,420,51,11.13
Dairy,Lunch,16.3,77.5,13.0,7.1,9.4,712,144,312,2.74
Fruits,Breakfast,2.0,17.7,35.4,5.1,37.9,422,558,586,6.24
Snacks,Dinner,34.5,85.8,40.8,7.1,2.9,414,988,517,10.44
Beverages,Lunch,19.6,12.7,16.6,9.8,37.7,784,979,219,4.15
Fruits,Breakfast,1.8,50.6,22.0,4.2,20.4,659,783,578,3.84
Dairy,Lunch,6.8,15.3,40.5,1.5,27.2,694,949,431,8.49
Vegetables,Snack,49.2,25.1,11.5,6.3,36.4,113,527,275,2.99
Fruits,Breakfast,19.6,61.0,28.4,7.3,19.9,422,447,215,5.85
Vegetables,Snack,28.5,70.0,40.5,6.4,18.6,512,814,467,8.67
Snacks,Snack,42.9,71.4,34.9,5.4,2.9,891,230,422,9.39
Vegetables,Breakfast,42.2,37.0,33.3,4.2,28.5,551,446,105,8.12
Dairy,Lunch,49.1,28.4,3.7,1.4,36.3,944,795,459,0.95
Beverages,Lunch,23.8,69.1,24.9,9.5,38.8,232,604,433,4.97
Meat,Lunch,32.5,5.2,2.2,2.2,29.4,971,961,578,0.64
Fruits,Breakfast,32.1,40.3,20.8,0.2,18.1,748,391,443,4.93
Grains,Dinner,9.3,11.6,19.9,7.3,27.5,647,297,96,4.56
Meat,Dinner,43.8,67.2,10.5,0.8,16.2,402,802,530,2.44
Vegetables,Dinner,15.3,8.1,30.5,1.3,37.5,725,707,337,7.8
Dairy,Snack,42.8,84.6,30.9,4.5,34.1,472,463,495,6.58
Snacks,Lunch,41.3,70.6,7.4,6.7,21.7,421,476,593,1.65
Vegetables,Breakfast,10.3,36.7,1.1,1.1,0.8,756,978,133,0.3
Dairy,Dinner,44.0,46.5,22.4,5.9,27.3,523,749,66,5.32
Beverages,Snack,8.0,79.6,38.4,5.4,14.1,691,876,90,7.29
Grains,Lunch,34.8,93.0,1.0,3.6,39.6,620,137,295,0.2
Grains,Breakfast,49.2,84.5,36.8,2.5,33.9,589,458,335,8.01
Vegetables,Snack,14.6,59.1,34.2,4.2,44.0,34,970,314,6.48
Vegetables,Snack,39.6,82.1,42.0,2.6,40.5,351,219,274,8.79
Snacks,Lunch,40.0,83.9,7.5,3.5,46.8,573,794,459,1.56
Dairy,Breakfast,33.7,69.7,33.3,8.6,27.0,618,562,442,7.13
Vegetables,Snack,34.6,49.0,34.3,3.5,10.0,872,511,155,8.39
Vegetables,Breakfast,25.4,34.0,44.2,3.0,1.0,351,810,224,13.1
Vegetables,Lunch,8.2,36.8,9.3,6.3,38.6,377,915,259,1.75
